,Unnamed: 0,헤드라인,내용,날짜,자치구,법정동
331,331,"광명시-광명교육지원청, 광명제2R 재개발 학교복합시설 추진 맞손",광명제2R 재개발 사업지에 학교복합시설 추진을 위한 관계 기관 협약이 이루어졌다.광명시는 16일 시청 영상회의실에서 광명교육지원청과 ‘광명1초등 ...,2025.05.16,서울,전체
332,332,"용산역 연결·건축물 대물변제...HDC현산, 용산정비창 전면1구역 수주전 승부수",HDC현대산업개발이 서울 용산정비창 전면1구역 수주전에서 조합원들에게 역대 최고 수준의 사업 조건을 제안했다.HDC현대산업개발은 공사비 금융조건(사 ...,2025.05.16,서울,전체
333,333,"강남구, 재건축 조합 임원 대상 '정비사업 전문가 양성과정' 운영",서울 강남구는 재건축 조합 임원을 대상으로 ‘정비사업 전문가 양성과정’을 5월 13일부터 7월 1일까지 매주 화요일 19시~22시에 운영한다고 밝혔다.이번 ...,2025.05.14,서울,전체
334,334,"군포시, 재개발·재건축 정비사업 운영실태 점검",경기 군포시는 재개발·재건축 정비사업의 공정성과 투명성 강화를 위해 사업시행자(신탁사) 등의 운영실태를 전반적으로 점검한다.군포시는 지난 3월 ...,2025.05.14,그외,전체
335,335,부산항 북항 재개발 부지에 해경청·소방서 신축,부산항 북항 1단계 재개발 부지에 남해지방해양경찰청과 동부소방서 청사가 들어선다.해양수산부는 오는 15일 부산항 북항재개발 홍보관에서 남해지방 ...,2025.05.14,서울,전체
336,336,"한남5구역, ‘아크로 한남’으로..홍보관 개관",DL이앤씨가 한남5구역 조합원을 대상으로 한 ‘아크로 한남(ACRO Hannam)’ 홍보관을 개관했다고 14일 밝혔다. 홍보관은 서울 성동구 성수동 소재 디타워 서 ...,2025.05.14,서울,전체
337,337,"GS건설, 가재울7구역 재개발 사업 수주",가재울재정비촉진구역 주택 재개발 사업으로 서울특별시 서대문구 북가좌동 80번지 일대가 지하 4층 ~ 지상 26층 14개동 1407가구 규모의 공동주택으로 변 ...,2025.05.14,서울,전체
338,338,"광명시, 싱크홀 우려 재건축·재개발 현장 인근 도로 조사 ",경기 광명시는 재건축·재개발 현장 인근 도로의 지반침하(싱크홀) 사고를 예방하고 안전성을 확보하기 위해 정밀점검을 실시한다고 13일 밝혔다.시는  ...,2025.05.13,그외,전체
339,339,"용산 한강맨션, 59층 1685가구로 재건축",지은 지 54년 된 노후단지 한강맨션이 최고 59층 규모의 대단지 아파트로 탈바꿈한다.서울 용산구는 오는 6월 9일까지 '한강맨션아파트 재건축 정비구역 ...,2025.05.12,서울,전체
340,340,"다운2지구 A-9블럭 6월말 입주...울산시, 점검회의 개최",울산 다운2지구 A-9블럭 신혼희망아파트이 6월말 입주를 시작한다. 울산시는 9일 오전 시청 1별관 3층 회의실에서 다운2지구 부분준공 및 입주에 대비해  ...,2025.05.09,서울,전체
341,341,"부산 개금주공1단지, 최고 29층 445가구로 재건축 ","부산 진구 개금동 일원에 위치한 개금주공 1단지 재건축 정비사업이 속도를 낼 전망이다.부산시는 지난 7일 고시를 통해 진구 개금동 53-1번지 17,173㎡ 부 ...",2025.05.09,그외,전체
342,342,수의계약으로 무게이동..잠실우성 GS건설·개포주공 6·7단지 현대건설,서울 강남권 일대에서 재건축 사업을 추진하는 송파구 잠실우성(잠실우성 1·2·3차)과 강남 개포주공 6·7단지가 수의계약을 통해 시공사를 선정할 것으 ...,2025.05.09,서울,전체
343,343,"GH-한국부동산원, 정비사업 활성화 맞손",경기주택도시공사(GH)와 한국부동산원(REB)는 지난 8일 한국부동산원 사옥에서 정비사업의 원활한 추진과 활성화를 위한 업무협약을 체결했다고 밝혔다 ...,2025.05.09,서울,전체
344,344,용산구 청파동1가46번지 일대 741가구 규모 장기전세주택 조성,서울 용산구 청파동1가 46번지 일대에 역세권 장기전세주택이 들어설 예정이다.서울시는 7일 제7차 도시계획위원회를 열고 이 구역 도시정비형 재개발사 ...,2025.05.08,서울,전체
345,345,"김태수 서울시의원, 성북구 재개발·모아타운 점검 ","서울 성북구에서 다양한 정비사업이 추진 중인 가운데 지분쪼개기 우려 해소, 기반시설 미확보 문제, 사업 지연 등의 문제 해결을 위한 관계자 회의가  ...",2025.05.08,성북구,전체
346,346,천호동 3-1구역 재개발...공공성·주민편의 강화,서울 강동구 천호동 214-19번지 일대(천호동 3-1구역)가 신속통합기획 정비사업을 통해 643가구 규모의 단지로 탈바꿈한다.서울시는 '도시계획위원회 신속 ...,2025.05.07,강동구,천호동
347,347,"방배임광3차아파트, 최고 29층 379가구로 재건축 ","서울 서초구 방배임광3차아파트가 재건축 사업으로 용적률 300% 이하, 최고 29층 이하 공동주택 379가구(공공주택 47가구 포함)규모의 단지가 된다.서울시 ...",2025.05.07,서울,전체
348,348,"강서구 화곡2동 456-17번지 일대 노후주택, 집수리 보조금·융자금 지원받는다",서울강서구 화곡2동 456-17번지 일대가 주택성능개선지원구역으로 신규 지정됐다. 이에 따라 일대 노후주택은 집수리 보조금·융자금 지원을 받을 수 있 ...,2025.05.07,서울,전체
349,349,"허종식 의원, 정부에 ""인천항 내항재개발 전담팀 신설, 검토"" 요청",인천시 숙원 사업 중 하나인 인천항 내항 재개발 사업의 효율적인 추진을 위해 해양수산부가 '재개발 추진팀' 신설을 행정안전부에 요청한 가운데 더불 ...,2025.05.02,그외,전체
350,350,"개포우성4차아파트, 49층 1080가구로 재건축 ",1985년 준공한 서울 강남구 개포우성4차아파트가 재건축 정비사업을 통해 최고 49층 1080가구로 변모한다.서울시는 최근 도시계획위원회 신속통합기획 정 ...,2025.05.02,서울,전체
351,351,성남 하대원동 '삼남아파트' 소규모 재건축 준공,경기 성남시 중원구 하대원동 119번지 일원에서 추진된 ‘삼남아파트 소규모 재건축 정비사업’이 준공인가를 받아 공사를 완료했다.시에서 첫 시행된 ...,2025.05.01,서울,전체
352,352,"수원시, 재개발·재건축 후보지 공모에 30개소 참여",경기수원시의 첫 재개발·재건축 정비사업 후보지 공모에 30개소가 참여했다.시는 최소 5년에서 10년이 걸리던 신규 정비구역 지정기간을 2년으로 단축하 ...,2025.05.01,서울,전체
353,353,"용산정비창 수주전 격화...포스코이앤씨, 조합원에 금융 혜택 제시",포스코이앤씨는 용산 정비창전면 제1구역 재개발 정비사업 수주를 위해 조합원 금융부담 최소화라는 금융조건을 제안했다.포스코이앤씨는 높은 신용등 ...,2025.05.01,그외,전체
354,354,"삼성물산, 광나루 현대아파트 리모델링...'래미안 루시르 한강'으로",삼성물산 건설부문이 서울 광진구 광나루 현대아파트 리모델링 시공사로 선정됐다. 삼성물산은 조합원에 단지면 '래미안 루시르 한강'을 제안했다.지난 ...,2025.04.30,서울,전체
355,355,"HDC현산, ""용산정비창 1구역 조합원당 8.5억 더""",HDC현대산업개발은 용산정비창 전면 1구역 수주를 위해 분양 면적을 늘려 조합 원안 대비 추가 이익을 확보해 조합원 수익을 극대화하겠다고 30일 전했다 ...,2025.04.30,그외,전체
356,356,"노후·저층주거지 쌍문동 26번지 일대 신통기획 후보지 선정..박석 시의원 ""환영""","서울 도봉구 쌍문동 26번지 일대가 신속통합기획 재개발 후보지로 선정되면서 정비사업 추진을 위한 속도를 내게 됐다. 박석 서울시의원(국민의힘, 도봉 ...",2025.04.29,서울,전체
357,357,"침수·노후주택 밀집지, 재개발...서울시, 신통기획 후보지 11곳 추가 선정",서울시는 주거환경이 열악한 노후주택지와 침수위험 지역 등 총 11곳을 '신속통합기획 재개발' 후보지로 추가 선정했다.시는 지난 28일'2025년 제2차 주택 ...,2025.04.29,서울,전체
358,358,고척동 모아타운 4·5·6구역 가로주택 시공사에 동부건설,"서울 구로구고척동 241번지 일원 모아타운 4·5·6구역 가로주택 정비사업 시공사로 동부건설이 선정됐다.고척 4·5·6구역은 홍진연립, 부강연립 등의 주택 ...",2025.04.29,서울,전체
359,359,군포1구역 재개발 '푸르지오 브리베뉴'로...시공사에 대우건설,대우건설은 27일 열린 군포1구역 재개발사업 정기총회에서 시공사로 최종 선정됐다고 28일 밝혔다. 올해 첫 정비사업 수주다.경기 군포시 당동 731번지 일 ...,2025.04.28,서울,전체
360,360,"‘북서울 센터마크’로...DL이앤씨·현대건설 컨소, 장위9구역 재개발 수주",서울 성북구 장위뉴타운 내 2270가구 규모의 랜드마크 단지가 세워진다. 지난 26일 장위9구역 주민 총회에서 시공사로 선정된 DL이앤씨와 현대건설 컨소시 ...,2025.04.28,성북구,전체
361,361,"60년 만에 재개발...노원 백사마을, 3,178가구로 탈바꿈",서울시는 제3차 정비사업 통합심의위원회에서 중계본동 재개발 마포로4구역 제1지구 재개발 관수동제8지구 재개발 신안빌라 재건축 등 4건의 정비계획 ...,2025.04.25,노원구,전체
362,362,"김은혜 ""재초환, 실효성 잃은 악법..李, 국민청원에 응답하라""",재건축초과이익환수제 폐지 국민동의청원에 5만 명 이상이 동의함에 따라 국회 소관 상임위원회에 회부됐다.김은혜 국민의힘 의원(경기 분당을)은 25일 ...,2025.04.25,그외,전체
363,363,"이재명 ""서울 노후도심 재개발·재건축 진입장벽 낮추고 분담금 완화""","이재명 더불어민주당 대선 경선 후보가 수도권 재개발, 재건축 활성화 내용이 담긴 수도권(서울·인천·경기) 공약을 발표했다. 미래형 스마트도시를 구 ...",2025.04.25,서울,전체
364,364,"성수1구역, 용적률 300%·최고 35층 아파트로 재건축",서울 성동구에 위치한 성수1구역에 계획보다 13층 높은 최고 35층 아파트가 들어선다.서울시는 지난 23일 제6차 도시계획위원회를 열고 성동구 성수동1가 ...,2025.04.24,서울,전체
365,365,"강북 미아동 345-1 일대 신통기획 확정, 25층 1200여가구 단지로 재개발",수십 년간 개발 사각지대에 머물러 있던 서울 강북구 미아동 345-1 일대가 지역성장을 이끄는 주거단지로 발돋움한다. 노후된 저층주거지는 개발사업을 ...,2025.04.24,서울,전체
366,366,"서대문구 홍제동 유진상가, 최고 49층 1121가구로 재개발 ",서울 서대문구 홍제동 유진상가(맨션)일대에 최고 49층 규모의 공동주택이 들어선다.서대문구는제6차 서울시 도시계획위원회에서 ‘홍제동 298-9번지 일 ...,2025.04.24,서울,전체
367,367,"'힐스테이트 메디알레'된 대조1구역 재개발, 5월 분양",강북권 재개발 최대어라 불리는 '힐스테이트 메디알레' 분양이 5월로 예정됐다. 공사비 미지급 등으로 6개월 간 사업이 중단됐고 공사비 증액에 따른 조 ...,2025.04.23,그외,전체
368,368,"용산정비창 1구역 수주전, 포스코이앤씨 vs HDC현산 맞대결",서울 용산정비창 전면 1구역 재개발 사업을 두고 포스코이앤씨와 HDC현대산업개발이 치열한 수주 경쟁을 벌이고 있다.재개발 정비사업을 통해 서울 용산 ...,2025.04.22,서울,전체
369,369,"안양시, ""재건축·재개발 단지 행위허가·신고 '이전고시 전' 가능""",경기 안양시는 재건축·재개발 아파트 입주민들의 불편을 줄이기 위해 행위허가 및 신고 절차를 이전고시 전에서 가능하도록 개선했다고 21일 밝혔다.현 ...,2025.04.21,서울,전체
370,370,"롯데건설, 부산 가야4구역 재개발 수주",롯데건설은 지난 20일 부산광역시 해운대구 벡스코에서 열린 ‘부산 가야4구역 주택재개발정비사업 시공자 선정 총회’에서 시공사로 선정됐다고 21일 ...,2025.04.21,서울,전체
371,371,"삼성물산, 장위8구역 공공재개발 시공사 선정",삼성물산 건설부문은 장위8구역 공공재개발 시공사로 선정됐다고 21일 밝혔다.장위8구역 공공재개발 주민대표는지난19일 연 총회에서 삼성물산을 시공 ...,2025.04.21,서울,전체
372,372,"경기 양평군, 원덕역 일대 지구단위계획 결정","경기 양평군은양평읍 원덕역 일원(면적 33,945㎡)에 대한 원덕 역세권 지구단위계획 결정을 고시했다고 18일 밝혔다.양평군은 역세권 주변의 난개발을 막 ...",2025.04.18,그외,전체
373,373,"""재산권 침해""..신흥1구역, 고도제한 해석 변경에 층수 축소 위기",경기 성남시에 위치한 한 재개발 사업지에서공군의 고도제한 해석 변경으로 층수가 낮아질 위기에 처하면서 주민들이 재산상 피해를 입을 수 있다는 우 ...,2025.04.18,서울,전체
374,374,"1670가구 한강 조망...DL이앤씨, 한남5구역에 '아크로 한남' 제안",DL이앤씨가 한남뉴타운 대장인 한남5구역의 무혈입성을 예고했다. 지난 15일 단독 입찰로 우선협상대상자가 됐다. 한남5구역 조합은 오는 5월 31일 사업시 ...,2025.04.18,그외,전체
375,375,"은마아파트, 49층 5962가구로...강남구, 재건축 정비계획 공람",서울 강남구는 대치동 316번지 일대 은마아파트 재건축과 관련해 조합이 제출한 정비계획 변경(안)을 공람한다고 밝혔다.변경안 공람은 '도시 및 주거환 ...,2025.04.17,서울,전체
376,376,"재개발·재건축 정비사업 문턱 낮춘다...""사업 추진 수월하게""","재개발·재건축사업이 보다 현실적으로 추진될 수 있도록 정비사업 제도가 손질된다.정비구역 지정 시 무허가건축물을 노후도 산정에 포함하고, 재건축 ...",2025.04.17,그외,전체
377,377,성남시 하대원동 '삼두아파트·은영빌라' 가로주택정비사업 준공,경남 성남시는 하대원동 120-1번지 외 4필지에 추진된 삼두아파트·은영빌라 가로주택정비사업이 마무리됐다고 17일 밝혔다. 관내 추진 중인 가로주택정 ...,2025.04.17,그외,전체
378,378,"구룡마을 재개발 '물딱지' 주의...SH공사 ""분양권·입주권 불가능""","재개발 사업을 추진하는 서울 강남 구룡마을에 분양권, 입주권 매매 불가 현수막이 붙었다. 연내 이주를 목표로 하반기 빈집 부분 철거 등이 진행될 예 ...",2025.04.16,서울,전체
379,379,"한남3구역, '학교시설' 반영 확정",한남3재정비촉진구역에 학교시설 반영이 확정됐다.서울시는 15일 열린 제4차 도시재정비위원회에서 '한남3재정비촉진구역 재정비촉진계획 재심의안'을 ...,2025.04.16,서울,전체
380,380,"신림2구역 재개발 앞 도로 균열 ""빗물 침투에 의한 것...보수 중""",서울 관악구 삼성동 신림2재정비촉진구역주택 재개발정비사업지 앞에 발생한 도로 균열은 빗물 침투로 인한 것으로 확인됐다.전날(14일) 서울 관악구 삼 ...,2025.04.15,서울,전체
381,381,"고양시, 신도시 재건축 등 '2040 도시기본계획' 수립 착수",경기 고양시는 경제자유구역 및 1기 신도시재건축 등장기 발전방향을 담은 2040 도시기본계획을 수립한다고 14일 밝혔다. 자족성 높은 도시 미래상이 제 ...,2025.04.14,그외,전체
382,382,동작구 상도동 242번지 일대 모아타운 심의통과..1498가구 규모,서울 동작구 상도동 242번 일대 모아타운 계획이 서울시 통합심의를 통과하면서 이 일대가 총 5800여 가구 규모의 대단지로 변모할 전망이다.동작구는 지 ...,2025.04.14,서울,전체
383,383,"서초구, 노후 소규모 공동주택 보수 비용 지원",서울 서초구가 관내 소규모 공동주택에 대한 보수 비용 등을 지원한다.서초구는'소규모 공동주택관리 지원 조례'를 제정 공포함에 따라 공용시설 보수 ...,2025.04.14,서울,전체
384,384,서울 방배동·공항동·상도동 모아타운·주택 통합심의 통과...3446가구 공급,서울시는 제6차 소규모주택정비 통합심의 소위원회를 열고 모아주택 및 모아타운 3개 사업지에 대한 통합심의를 통과시켰다고 11일 밝혔다. 3개 사업지 ...,2025.04.11,서울,전체
385,385,"고양시, 76.1억 투입해 노후공원 11개 재정비",경기 고양시는 20년 이상 노후공원 11개를 대대적으로 현대화하는 정비사업을 본격화한다.시는 국·도비를 포함해 총 76.1억 원을 투입해 노후공원을 정비 ...,2025.04.11,그외,전체
386,386,"철산주공8·9단지 재건축조합, ""공사비 520억 증액, 최선의 합의""",공사비 증액 문제로 GS건설과 갈등을 빚어 온 철산주공8·9단지 재건축 조합이 520억 원 증액에 합의하면서 예정된 입주 점검 일정과 입주일에 맞춰 입주 ...,2025.04.10,서울,전체
387,387,"하안주공 6·7단지, 한국토지신탁과 '신탁방식' 재건축 추진",경기 광명시 하안주공 6·7단지가 신탁방식의 재건축 정비사업을 추진한다.하안주공 6·7단지 통합재건축준비위원회는 지난 9일 한국토지신탁과 협약을 ...,2025.04.10,그외,전체
388,388,"중구, 정비사업 이해 높인다...찾아가는 주민아카데미 개최","서울 중구는 구민들의 정비사업 이해를 높이기 위해 오는 15일 오후 4시, 신당누리센터 5층에서 ‘찾아가는 정비사업 주민 아카데미’를 개최한다고 밝 ...",2025.04.10,서울,전체
389,389,"목동 1~3단지 정비계획안 공개...최고 49층 총 10,238가구로 재건축","목동아파트 재건축 마지막 퍼즐인 목동 1~3단지 정비계획안이 공개됐다. 최고 49층 총 10,238가구로 정비사업을 추진한다.서울 양천구는 28일까지 정비계획 ...",2025.04.10,서울,전체
390,390,"광명시, 철산·하안택지지구 재건축 완료 시, 2만6천가구 →3만2천여가구로",경기 광명시는 용적률이 200%에도 미치지 못해 사업성이 낮은 중층 공동주택을 대상으로 정밀안전진단 승인 완료전 지구단위계획을 수립해 재건축 사업 ...,2025.04.09,그외,전체
391,391,"서대문구, 올 1분기 도시정비사업 공정관리 보고회",서울 서대문구는 최근 구청 3층 기획상황실에서 관내 정비구역별 담당 부서장과 팀장 등 20여 명이 참석한 가운데 ‘2025년 1분기 도시정비사업 공정관리 ...,2025.04.09,서울,전체
392,392,답십리 자동차부품상가 재개발...32층 618가구 단지·93실 오피스텔 조성,서울 동대문구 답십리 자동차부품상가가 재개발 정비사업으로 32층 규모의 주상복합 단지로 탈바꿈한다. 동대문구는 지난 3일 해당 구역에 대한 사업시 ...,2025.04.08,서울,전체
393,393,"""실거주자 역차별""...재건축초과이익환수제 폐지 국민청원",재건축초과이익환수제(재초환)가 본래 취지와는 다르게 실거주자에게 불명확한 산정 기준으로 분담금을 부과하는 역차별법에 해당한다며 폐지를 주장 ...,2025.04.08,그외,전체
394,394,현금청산자 될 뻔한 아현1구역 토지등소유자 581명 '구제',"서울 마포구 아현1구역 재개발 사업지에서 분양 자격을 얻지 못해 현금청산자가 될 뻔한 토지등소유자 581명이 구제됐다. 지난 4일 마포구와 지역주민,  ...",2025.04.07,서울,전체
395,395,전주 하가구역 재개발 통합심의 통과..최고 29층으로,전북 전주시 하가구역 재개발정비사업에 대한 사업시행계획 변경안이 최근 통합심의를 통과했다.전주시는 지난해 5월 정비사업에 대한 각종 규제를 완 ...,2025.04.07,그외,전체
396,396,부산 삼익비치타운 99층 재건축 무산...60층으로 추진,삼익비치 99층 초고층 재건축 무산… 다시 60층 안으로 선회조합원 부담 커지며 특별건축구역 추진안 부결… 부산시 상징사업 타격 불가피99층 초고층 랜 ...,2025.04.07,그외,전체
397,397,"강동구, 천호3구역 재건축사업 적기 준공토록 지원",서울 강동구 천호3구역재건축사업(e편한세상 강동 프레스티지원)이 2026년 1월 준공을 목표로 사업을 추진 중인 가운데 강동구는 적기 준공을 위해 전담 ...,2025.04.07,강동구,전체
398,398,종로구 신영동에 비아파트 공급...휴먼타운 2.0정비계획 변경 완료,서울시가 전면 철거 방식의 재건축·재개발 사업이 아닌 개별 건축을 지원하는 '휴먼타운 2.0 사업'을 통해 비아파트 공급에 나선다.시는 전국 최초로 다 ...,2025.04.04,서울,전체
399,399,"광명시, 공동주택 리모델링 기본계획 수립",경기도 광명시는 사업성이 낮아 재개발·재건축이 어려운 노후 공동주택의 주거환경을 개선하기 위해 리모델링 기본계획 수립에 나선다. 용적률 완화  ...,2025.04.04,그외,전체
400,400,"대조1구역 ‘힐스테이트 메디알레’, 서울시 중재로 공사비 갈등 해결",강북 최대 재개발로 알려진서울 은평구 대조1구역 재개발 사업지에시공사가3.3㎡ 당 공사비를 517만원에서 839만원으로 증액을 요구하며 사업 지연 우려 ...,2025.04.03,서울,전체
401,401,서대문구 좌원상가 상인 임시 이주...7월 재개발 본격화,서울 서대문구 좌원상가(가재울9구역) 재개발에 따라 상인들이 정비사업 기간동안 생업을 이어갈 수 있는 임시이주상가가 준공됐다.서울시는 최근 제2 ...,2025.04.03,서울,전체
402,402,"롯데건설·현대건설, 1990가구 규모 수원 구운1구역 재건축 수주",롯데건설·현대건설 컨소시엄은 지난 달 29일 경기 수원 구운1구역 재건축 정비사업을 수주했다고 2일 전했다.수원 구운1구역 주택재건축정비사업은 롯 ...,2025.04.02,그외,전체
403,403,"부산 감천3 지역주택조합, 조합원 추가 모집...총 188가구",부산 사하구 감천동 828-31번지 외 54필지에 공동주택을 지을 계획인 감천3 지역주택조합(위원장 정양호)이 조합원 추가 모집에 나선다.감천3 지주택 조합 ...,2025.03.28,그외,전체
404,404,"이지스자산운용, 남산 힐튼 재개발 과정 기록...디지털로 보존",재개발로 사라질 예정인 서울 남산 밀레니엄 힐튼호텔이 3D 스캔과 디지털 트윈 기술을 통해 디지털화 된다.이지스자산운용은 '서울 힐튼 디지털 아카이 ...,2025.03.28,서울,전체
405,405,"서대문구, 충정로1구역 재개발 공공사업시행자로 SH공사 지정 고시",서울 서대문구 충정로1구역이 재개발 사업을 추진한다. 노후 건축물 비율이 90% 이상으로 정비사업이 필요한 이곳은 공공사업시행자로 지정 고시된 SH공 ...,2025.03.27,서울,전체
406,406,SH공사 시행 ‘답십리 제17구역’재개발 단지 입주 코앞,서울주택도시공사(SH공사)가 시행한 ‘e편한세상 답십리 아르테포레’가 28일 입주를 시작한다.‘e편한세상 답십리 아르테포레’는 서울 동대문구 답십 ...,2025.03.27,서울,전체
407,407,"HDC현대산업개발, 부산 광안4구역 재개발 수주",HDC현대산업개발은 부산 광안4구역 재개발사업 시공사로 선정됐다. 지난 22일 신부산교회에서 열린 수의계약을 위한 시공사 선정 총회에서 HDC현대산업개 ...,2025.03.25,서울,전체
408,408,"현대건설, 부산 연산5구역 재건축 수주...45층 2803가구 규모",현대건설이 최근 부산 연산5구역 재건축사업을 수주하며 올해 도시정비사업 마수걸이에 성공했다.부산 연산5구역 재건축 조합은 지난 23일 시공사 선정 ...,2025.03.24,그외,전체
409,409,"삼성물산, 송파 한양3차 재건축 수주...'래미안 비아채'로",서울 송파구 한양3차 아파트가 6개동 507가구 규모의 '래미안 비아채'로 재건축된다.삼성물산 건설부문은 서울 송파구 한양3차 아파트 재건축 시공사로  ...,2025.03.24,서울,전체
410,410,사당동 252-15 일대 역세권 재개발 사업시행자에 한국토지신탁 선정,한국토지신탁이 남성역 역세권활성화 재개발정비사업 시행자로 선정됐다.동작구청은 지난 20일서울 동작구 사당동 252-15일대 역세권활성화사업 도시정 ...,2025.03.21,서울,전체
411,411,강남 일원역 상록수·가람·한솔·청솔빌리지 정밀안전진단 통과,서울 강남구는 수서택지개발지구에 속하는 일원역 인근 저층단지 4곳이 정밀안전진단을 잇달아 통과하며 정비사업 추진에 속도를 높이고 있다고 밝혔 ...,2025.03.21,서울,전체
412,412,"내방역 일대, 용적률 700% 35층 복합시설로 개발",서울 서초구 방배동 872-11번지 일대에 용적률 700% 이하 지상 35층 규모의 복합시설이 들어선다.서울시는 지난 19일 제4차 도시계획위원회를 열고내방역 역 ...,2025.03.20,서울,전체
413,413,"부천도시공사, 심곡3-1구역 공공재개발 주민준비위 사전업무협약 체결",부천도시공사는 '심곡3-1구역 공공재개발사업' 주민준비위원회의와 재개발 사업 추진을 위한 사전협약을 체결했다고 20일 전했다.1967년 준공된 심곡3-1구 ...,2025.03.20,그외,전체
414,414,"박준희 구청장, 입주 앞둔 신림3구역 재개발 현장 점검",신림재정비촉진지구에서 가장 먼저 재개발 사업을 진행한 신림3구역이 오는 5월 입주를 앞두고 있다.서울 관악구는 박준희 구청장이 4월 준공을 앞둔 신 ...,2025.03.20,서울,전체
415,415,"세운5구역, 강제퇴거 없는 상생 재개발 추진",정비사업 최초로 강제 퇴거를 막는 상생 협약에 눈앞으로 다가왔다. 이지스자산운용과 중구청은 세운5구역 도시정비형 재개발사업지 지역 상인 174명 중 ...,2025.03.20,그외,전체
416,416,"대구시, 5개 군부대 후적지 개발...""미래 신성장 거점으로""","대구 도심 내 위치한 5개 국군부대 후적지가 미래 신성장 거점으로 변모한다.대구시는 지난 5일 지난 5일 제2작전사령부, 제5군수지원사령부, 방공포병학 ...",2025.03.19,그외,전체
417,417,"서울시, 재정비촉진지구 내 용적률 체계 개편·공공기여 의무 폐지 ","서울시는 재정비촉진사업의 사업성을 개선하기 위해 용적률 체계 개편, 공공기여 의무 기준 폐지 등 수립기준을 18년만에 개편했다.시는 도시재정비위 ...",2025.03.19,서울,전체
418,418,"강동구, ""명일동 일대 재건축 원활히 추진토록 지원""",서울 강동구청 관계자들이 명일동 일대 재건축 추진 단지 주체들과 만나 정비사업 현안과 진행사항을 공유했다.강동구는 지난 11일 명일동 삼익그린2차 ...,2025.03.19,강동구,명일동
419,419,"장위12구역, 도심 공공주택 복합지구 지정..1386가구 공급",서울 성북구 장위12구역이 도심 공공주택 복합지구로 지정됐다.도심 공공주택 복합사업은 주택 공급 확대를 위해 공공이 주도적으로 추진하는 사업이다 ...,2025.03.19,성북구,전체
420,420,"HUG, '최대 50억' 정비사업 조합 초기자금 보증 도입","주택도시보증공사(HUG)는 '도시 및 주거환경 정비법'에따라 조합설립을 마치고, 사업시행계획인가를 준비 중인 정비사업 조합에 50억 원까지 초기자금을 ...",2025.03.18,그외,전체
421,421,"쌍용건설, 문정현대아파트 리모델링..120가구→138가구로 확장",쌍용건설은 지난 14일 문정현대아파트 리모델링 허가 승인을 받았다고 18일 밝혔다.서울 송파구 문정동에 위치한문정현대아파트는 지하 1층 ~ 지상 10층 ...,2025.03.18,서울,전체
422,422,"남양주 다산행정복지센터, 재개발·재건축 현장 방문",경기 남양주시 다산행정복지센터는 지난 14일 도농 6-2구역 재개발정비사업 현장을 방문해 사업추진 현황을 점검했다.이기복 센터장은 조합원들과 대화 ...,2025.03.17,그외,전체
423,423,"광명시, 하안동 철골주차장 8층 규모로 재건축",경기 광명시는 하안동 철골주차장 약 6천959㎡에 지하 1층~지상 8층 총 94면 주차빌딩으로 재건축한다고 17일 밝혔다. 사업비로약 250억 원을 투입한다. 준 ...,2025.03.17,그외,전체
424,424,"오세훈, 소규모 건축 용적률 완화 적용 단지 찾아...""특별한 기회 놓치지 말길""","""추정 분담금을 절반에서 1/3 절약할 수 있으니 재건축 사업과 건설산업이 활성화되는데 도움이 될 것입니다. 앞으로 3년간 한시간으로 하는 것이니 ...",2025.03.17,서울,전체
425,425,"HDC현대산업개발, 강원도 ‘원주 단계주공 재건축’ 수주",HDC현대산업개발은 강원도 원주 단계주공아파트 재건축 정비사업 시공사 선정 총회에서 약 4369억 원 규모의 사업권을 거머쥐었다.지난 15일 열린시공자 ...,2025.03.17,서울,전체
426,426,"롯데건설·GS건설 컨소, 상계5구역 재개발 수주",롯데건설·GS건설 컨소시엄은 7094억 원 규모의 서울 노원구 상계5구역 재개발사업을 수주했다고 17일 밝혔다. 상계5재정비촉진구역 주택재개발정비사업 ...,2025.03.17,노원구,전체
427,427,쌍문동 81번지 재개발 본격화...신통기획 주민설명회 개최,서울 도봉구 쌍문동 81번지 일대 재개발 사업 추진에 앞서 지난 12일 도봉구민회관에서 신속통합기획(안) 주민설명회가 열렸다. 이 자리에 참석한 박석  ...,2025.03.14,서울,전체
428,428,"같은 단지, 다른 내부..DL이앤씨, 맞춤형 인테리어 ‘디 셀렉션’ 선봬",DL이앤씨가 국내 건설사 최초로 인테리어 솔루션 ‘디 셀렉션(D Selection)’을 선보였다. 입주와 동시에 입주자가 원하는 공간 스타일을 미리 선택해 반영 ...,2025.03.13,그외,전체
429,429,"동부건설, 망우동 가로주택 정비사업 수주",동부건설은 서울 중랑구 망우동 509-1번지 일원 가로주택 정비사업을 수주했다고 13일 전했다.망우동 509-1 번지 일원에는 지하 2층~지상 18층 3개동 규모의 ...,2025.03.13,서울,전체
430,430,성동구 마장동 460번지 가로주택정비사업 조합설립 인가,수십 여 필지의 소유권이 공유지분으로 등록돼 소유권 행사에 제약이 있던 구역이 최근 조합설립인가를 마쳤다.서울 성동구는 마장동 460번지 일대에서 ...,2025.03.13,서울,전체
