,Unnamed: 0,헤드라인,내용,날짜,자치구,법정동
431,431,"서초구, '찾아가는 재건축 정책 콘서트' 17일 개최 ",서울 서초구는 오는 17일 오후 4시 구청 2층 대강당에서 '2025년 찾아가는 재건축 정책 콘서트'를 개최한다고 밝혔다.찾아가는 재건축 정책 콘서트는 '민선 ...,2025.03.13,서울,전체
432,432,빈집애(愛)에서 전국 빈집 확인..향후 거래까지 확대,"‘빈집애(愛)’ 홈페이지에서 전국 빈집 현황을 확인할 수 있다.정부는 한국부동산원과 함께 빈집 정비실적, 활용사례 등을 국민이 알 수 있도록 ‘빈집 ...",2025.03.12,서울,전체
433,433,"서울시, 재개발·재건축 규제 철폐 속도...도시정비 기본계획 손질",서울시는 도시정비 기본계획을 손질해 재개발·재건축 분야 규제철폐로 용적률을 높이고 사업성을 제고시키기 위한 실행 동력을 마련한다.서울시는 지 ...,2025.03.12,서울,전체
434,434,"GS건설, 봉천제14구역 재개발 수주..27층 1531가구 조성",GS건설이 서울 관악구 봉천14구역 재개발정비사업 시공자로 선정됐다.12일 정비업계에 따르면 봉천제14구역 재개발정비사업(조합장 윤승호)은 지난 8일  ...,2025.03.12,서울,전체
435,435,개봉동49번지 신속통합기획 확정...35층 1360여 가구로 재개발,서울 구로구 개봉동 49번지 일대가 노후 저층주거지에서 35층 내외 1360여 가구 아파트로 재개발된다. 사업지는 매봉산 자락과 오류IC·남부순환로 등에 접 ...,2025.03.11,서울,전체
436,436,"목동7단지, 재건축 본격화...23일까지 '추진위 설립' 공공지원 동의서 접수",목동7단지 재건축준비위원회는 오는 23일까지 재건축 추진위원회 설립을 위한 공공지원(예산 편성) 동의서를 접수받는다.목동7단지에 대한 주민설명회 ...,2025.03.11,서울,전체
437,437,재건축·재개발 조합에 초기자금 융자 지원,국토교통부는 도시 및 주거환경 정비법에 따라 사업시행계획인가를 준비 중인 재건축·재개발 조합에 초기자금을 융자한다고 11일 밝혔다. 올해 신설된 ...,2025.03.11,그외,전체
438,438,노후 공공임대주택 '홍제 유원하나 아파트' 품질개선..재입주 시작,지은 지 31년된 서울 노후 공공임대주택인 홍제 유원하나아파트가 내외부 공사를 마치고 고품질 임대주택으로 재탄생했다.‘노후 공공임대주택 품질개 ...,2025.03.10,서울,전체
439,439,"은마아파트 재건축, 조합원 대상 '창호' 설문조사...이례적",서울 강남에 대표적 재건축 단지인 은마아파트가 조합원 대상으로 창호 브랜드 선호도 조사를 실시했다. 정비업계에서는 전례가 없는 조사라는 점에서 ...,2025.03.07,서울,전체
440,440,"양천구, ‘목동 14단지’ 정비구역 지정..49층 5123가구로 재건축",서울 양천구 목동14단지가 49층 5123가구 재건축 사업을 본격화 한다.양천구는 목동14단지 정비계획 수립 및 정비구역 지정이 고시됐다고 7일 밝혔다.목동 ...,2025.03.07,서울,전체
441,441,"동작구 사당5구역, 20층 503가구로 재건축...용적률 250%로 상향",서울 동작구 사당동 303번지 일대 '사당5구역' 재건축 정비구역이 최고 20층 총 530가구 규모의 아파트로 탈바꿈한다.서울시는 5일 제3차 도시계획위원회를 ...,2025.03.06,서울,전체
442,442,"리모델링할까, 재건축할까...경기도, 노후 공동주택 재정비 컨설팅","경기도는 노후 공동주택 6곳을 대상으로 재정비 컨설팅 비용을 지원한다고 6일 밝혔다. 소유자가 리모델링, 재건축 추진 여부를 사업 초기에 판단할 수 ...",2025.03.06,그외,전체
443,443,"양천구, ‘신정2동주민센터’ 재건축 추진 ",서울 양천구는 준공 30년이 넘은 동 청상를 대상으로 재건축을 추진하고 있다. 첫 주자인‘신정2동주민센터’는 오는 6월 착공 예정이다. 2027년 완공을  ...,2025.03.06,서울,전체
444,444,'유적 발견' 전주 종광대2구역 재개발 중단...보상 절차 본격화,재개발 추진 과정에서 성벽 유적이 발견된 종광대2구역에 대한 보상 절차가 이루어진다.전북 전주 인후동 종광대2구역 주택재개발 정비사업 조합은 부 ...,2025.03.05,서울,전체
445,445,홍실아파트 재건축 '아크로 삼성' 준공,"서울 강남구 삼성동에 위치한 홍실아파트가 '아크로 삼성'으로 거듭났다.DL이앤씨는 지난 달 27일, 홍실아파트를 재건축한 아크로 삼성을 성공리에 준공 ...",2025.03.05,서울,전체
446,446,"삼성물산, 신반포4차 재건축에 '래미안 헤리븐 반포' 제안",신반포 4차 재건축 사업 우선협상대상자로 선정된 삼성물산이 단지명 래미안 헤리븐 반포를 제안했다.신반포4차 재건축 조합은 오는 29일 총회를 열고  ...,2025.03.05,그외,전체
447,447,구로구 오류동 4번지 일대 신통기획 확정...1250가구 규모 단지 조성,저층 주택이 많은 서울 구로구 오류동 4번지 일대가 재개발 사업을 통해 25층 내외 1250가구 규모의 단지로 탈바꿈한다.서울시는 4일‘오류동 4번지 일대 ...,2025.03.04,서울,전체
448,448,"국토부, 1기 신도시 광역교통 합동 포럼 개최",국토교통부대도시권광역교통위원회는 대한교통학회·한국교통연구원·한국토지주택공사와 5일 오후 서울 중구 한국프레스센터에서 1기신도시 광역교 ...,2025.03.04,서울,전체
449,449,광진구 군자동 341-17번지 일원에 20층 674가구 단지 조성,서울시는 지난 26일 제3차 서울특별시 도시·건축공동위원회를 열고 광진구 군자동 341-17번지 일원 지구단위계획구역 지정 및 계획 결정안을 수정가결했 ...,2025.02.28,서울,전체
450,450,"개발 지연 '용인 역삼도시개발사업' 해법 찾을까...조합, 임시총회 개최",장기간 개발이 지연되고 있는 용인 역삼구역(처인구 역북동 363번지 일원) 도시개발사업의 시행자인 ‘용인 역삼구역 도시개발사업조합(이하 역삼조합 ...,2025.02.28,그외,전체
451,451,신당제8구역 재개발·여의도 대교아파트 재건축 통합심의 통과 ,"서울 신당제8구역 재개발 사업과 여의도 대교아파트 재건축 사업이 각각 서울시 정비사업 통합심의위원회 심의를 통과했다. 각각 1159가구, 912가구 규모 ...",2025.02.28,서울,전체
452,452,"서대문구, 재개발·재건축 '정비사업 아카데미' 무료 개설","- 2025년 상반기 과정, 조합 관계자와 주민 대상 3∼6월 총 8강 진행- 정비계획 및 구역 지정 절차, 조합 임원의 역할, 분쟁 및 소송 사례 등 강의- 지난해 상 ...",2025.02.28,서울,전체
453,453,"관악구, 신림6구역 신통기획 재개발...허용 용적률 증가로 사업성 ↑",신림6구역에 대한 허용 용적률이 증가하면서 사업성이 높아졌다.서울 관악구 신림동 419번지 일대 신림6구역은 지난해 3월 신속통합기획 주택재개발사업 ...,2025.02.27,서울,전체
454,454,"양천구, 놀이·돌봄시설 갖춘 키즈카페 ‘신월3동·목4동점’ 개관","서울 양천구는 저렴한 요금으로 양육자 부담은 낮추고 아이들은 마음껏 놀 수 있는 공공형 실내놀이터 ‘서울형 키즈카페 신월3동점, 목4동점’을 개관 ...",2025.02.27,서울,전체
455,455,"청량리 용두1구역, 재정비촉진계획 변경...49층·250가구 공급",서울 동대문구 용두동 23-8번지 일대 청량리재정비촉진지구 용두1구역 2지구가에 기존 27층에서 최고 49층 높이의 250가구 규모의 아파트가 들어설 수 있게 ...,2025.02.26,서울,전체
456,456,옥수 극동아파트 1032가구로 리모델링·복정역세권 복합시설 조성,서울 옥수극동아파트 리모델링 사업이 건축심의를 통과했다. 위례 복정역세권도 자연과 어우러진 업무복합시설로 거듭난다.서울시는 25일 제2차 건축위 ...,2025.02.26,서울,전체
457,457,"1기 신도시 정비 시동...국토부, 6월 중 예외구역 정비방안 발표",국토교통부는 올해 1기 신도시 정비를 차질없이 추진한다고 밝혔다.26일 국토부는 경기도 및 1기 신도시가 포함된 5개 기초지자체(고양·성남·부천·안양 ...,2025.02.26,그외,전체
458,458,"군포시, 산본1동3구역 재개발 정비계획 공람·주민설명회 개최",경기 군포시는 산본1동3구역 재개발사업에 대한 정비계획(안) 주민공람을 실시하고 사업 이해도를 높이기 위한 설명회를 개최한다고 26일 밝혔다.산본전 ...,2025.02.26,그외,전체
459,459,"서대문구, '재개발·재건축 사업' 주민 의견 청취",서울 서대문구는 재개발·재건축 사업의 완성도를 높이기 위해 도시정비사업 ‘주민의 의견을 듣습니다’를 개최한다고 25일 전했다.오는 27일 홍제1·2 ...,2025.02.25,서울,전체
460,460,재개발·재건축 총회 전자투표 도입..만족도 높아,총회에 전자투표를 도입한서울 재개발·재건축 정비사업 조합의 98% 이상이 만족감을 드러냈다. 편의성 또한 10명 중 9명이 높다고 밝혔다.서울시는 지난 ...,2025.02.25,서울,전체
461,461,"DL이앤씨, 서대문 연희2구역 공공재개발 수주",DL이앤씨는 서울 서대문구 연희2구역에 1090가구 규모의 아파트를 짓는다. 올해 첫 도시정비사업 수주다.지난 22일 연희2구역 주민 총회에서 DL이앤씨는 단 ...,2025.02.24,서울,전체
462,462,송파 대림가락 재건축 시공사에 삼성물산 선정,서울 송파구 대림가락 아파트 재건축 시공사로 삼성물산이 선정됐다.대림가락 재건축 조합은 지난 22일 시공사 총회를 열고 삼성물산을 선택했다. 조합 ...,2025.02.24,서울,전체
463,463,"인천 동구, 재개발·재건축 사업 9개 구역서 진행","인천 동구는 관내 9개 구역에서 재개발·재건축·주거환경개선 사업이 진행 중이라고 20일 밝혔다.동구에는 재개발 6개, 재건축 1개, 주거환경개선 2개 구 ...",2025.02.20,서울,전체
464,464,재건축·재개발 빠르게...도정법 시행령 입법예고,국토교통부는 재건축·재개발 정비사업의 속도를 높이기 위한 '도시 및 주거환경정비법 시행령'을 2월 21일부터 4월 2일까지 입법예고한다고 밝혔다.지자 ...,2025.02.20,그외,전체
465,465,"양산복지아파트 재건축 조합, 투명한 사업 운영 주목","경상남도 양산시 물금읍에 소재한근로자복지(그린피아)아파트가 재건축 사업을 통해지하 3층~지상 25층 4개동에 453가구로 탈바꿈할 예정인 가운데, 합리 ...",2025.02.19,그외,전체
466,466,"부산시, 경부선 지하화·북항 재개발 속도",부산시는 관내 주요 개발 사업에 속도를 높이고 부동산시장 및 건설경기 회복을 위한 조치를 시행한다고 19일 밝혔다.정부는 건설투자 감소와 수도권· ...,2025.02.19,그외,전체
467,467,"동대문 청량리동 19번지 일대 재개발, 843가구 주거타운 건립 ",서울 동대문구 청량리동 19번지 일대 재개발로 대상지에 최고 35층 이하 843가구 규모의 주거타운이 들어설 예정이다.서울시는 지난 17일 '제1차 도시계획 ...,2025.02.19,서울,전체
468,468,방학동 685번지 일대 재개발..31층 1650가구 공급,노후 저층 주택이 밀집한 서울 도봉구 방학동 685번지 일대가 재개발 사업으로 최고 31층 1650가구 규모의 주택으로 변모한다.서울시는 지난 17일 제1차 도 ...,2025.02.18,서울,전체
469,469,개포경남·우성3차·현대1차 통합재건축...2023가구 규모,개포경남·우성3차·현대1차 아파트가 통합재건축 사업으로 2023가구 규모의 대단지로 탈바꿈한다.서울시는 지난 17일 제1차 도시계획위원회 신속통합기 ...,2025.02.18,서울,전체
470,470,"포스코이앤씨, 성남 은행주공 재건축 수주",성남 은행주공 재건축사업 시공사로 포스코이앤씨가 최종 선정됐다.포스코이앤씨는 성남 은행주공 재건축 조합이 지난 16일 성남실내체육관에서 연 시 ...,2025.02.17,서울,전체
471,471,1기 신도시 정비 속도...추정분담금 명시 의무화,국토교통부는 전국 노후계획도시의 정비를 위해 '노후계획도시 특별정비계획 수립지침' 제정안을 마련했다. 2월 14일부터 3월 4일까지 행정예고 후 고시 ...,2025.02.14,그외,전체
472,472,서울 성북 석관동·용산 원효로4가 모아타운 심의 통과...3940가구 공급,서울시 성북구 석관동과 용산구 원효로4가 일대 모아타운에 총 3940가구(임대 660가구) 규모의 주택이 공급될 예정이다.서울시는 지난 13일 제3차 소규모주 ...,2025.02.14,성북구,석관동
